Genoma 150, Vitórias X: 66, Vitórias O: 69, Draws: 15
Genoma 108485, Vitórias X: 33, Vitórias O: 61, Draws: 6
Genoma 108579, Vitórias X: 48, Vitórias O: 46, Draws: 6
Genoma 108673, Vitórias X: 39, Vitórias O: 58, Draws: 3
Genoma 108767, Vitórias X: 32, Vitórias O: 63, Draws: 5
Genoma 108861, Vitórias X: 44, Vitórias O: 53, Draws: 3
Genoma 108955, Vitórias X: 50, Vitórias O: 43, Draws: 7
Genoma 109049, Vitórias X: 37, Vitórias O: 58, Draws: 5
Genoma 109143, Vitórias X: 46, Vitórias O: 49, Draws: 5
Genoma 109237, Vitórias X: 42, Vitórias O: 52, Draws: 6
Genoma 109331, Vitórias X: 39, Vitórias O: 58, Draws: 3
Genoma 109425, Vitórias X: 43, Vitórias O: 50, Draws: 7
Genoma 109519, Vitórias X: 41, Vitórias O: 53, Draws: 6
Genoma 109613, Vitórias X: 34, Vitórias O: 57, Draws: 9
Genoma 109707, Vitórias X: 39, Vitórias O: 56, Draws: 5
Genoma 109801, Vitórias X: 36, Vitórias O: 59, Draws: 5
Genoma 109895, Vitórias X: 37, Vitórias O: 58, Draws: 5
Genoma 109989, Vitórias X: 43, Vitórias O: 50, Draws: 7
Genoma 110083, Vitórias X: 43, Vitórias O: 52, Draws: 5
Genoma 110177, Vitórias X: 40, Vitórias O: 57, Draws: 3
Genoma 110271, Vitórias X: 38, Vitórias O: 55, Draws: 7
Genoma 110365, Vitórias X: 46, Vitórias O: 46, Draws: 8
Genoma 110459, Vitórias X: 38, Vitórias O: 55, Draws: 7
Genoma 110553, Vitórias X: 41, Vitórias O: 55, Draws: 4
Genoma 110647, Vitórias X: 46, Vitórias O: 49, Draws: 5
Genoma 110741, Vitórias X: 50, Vitórias O: 44, Draws: 6
Genoma 110835, Vitórias X: 44, Vitórias O: 48, Draws: 8
Genoma 110929, Vitórias X: 39, Vitórias O: 54, Draws: 7
Genoma 111023, Vitórias X: 47, Vitórias O: 49, Draws: 4
Genoma 111117, Vitórias X: 35, Vitórias O: 58, Draws: 7
Genoma 111211, Vitórias X: 36, Vitórias O: 61, Draws: 3
Genoma 111305, Vitórias X: 32, Vitórias O: 64, Draws: 4
Genoma 111399, Vitórias X: 43, Vitórias O: 52, Draws: 5
Genoma 111493, Vitórias X: 35, Vitórias O: 59, Draws: 6
Genoma 111587, Vitórias X: 37, Vitórias O: 55, Draws: 8
Genoma 111681, Vitórias X: 40, Vitórias O: 57, Draws: 3
Genoma 111775, Vitórias X: 43, Vitórias O: 52, Draws: 5
Genoma 111869, Vitórias X: 31, Vitórias O: 63, Draws: 6
Genoma 111963, Vitórias X: 34, Vitórias O: 62, Draws: 4
Genoma 112057, Vitórias X: 36, Vitórias O: 56, Draws: 8
Genoma 112151, Vitórias X: 39, Vitórias O: 56, Draws: 5
Genoma 112245, Vitórias X: 35, Vitórias O: 61, Draws: 4
Genoma 112339, Vitórias X: 37, Vitórias O: 55, Draws: 8
Genoma 112433, Vitórias X: 44, Vitórias O: 52, Draws: 4
Genoma 112527, Vitórias X: 40, Vitórias O: 58, Draws: 2
Genoma 112621, Vitórias X: 35, Vitórias O: 57, Draws: 8
Genoma 112715, Vitórias X: 39, Vitórias O: 52, Draws: 9
Genoma 112809, Vitórias X: 37, Vitórias O: 60, Draws: 3
Genoma 112903, Vitórias X: 31, Vitórias O: 65, Draws: 4
Genoma 112997, Vitórias X: 36, Vitórias O: 62, Draws: 2
Genoma 113091, Vitórias X: 38, Vitórias O: 56, Draws: 6
Genoma 113185, Vitórias X: 41, Vitórias O: 55, Draws: 4
Genoma 113279, Vitórias X: 36, Vitórias O: 58, Draws: 6
Genoma 113373, Vitórias X: 41, Vitórias O: 55, Draws: 4
Genoma 113467, Vitórias X: 36, Vitórias O: 55, Draws: 9
Genoma 113561, Vitórias X: 34, Vitórias O: 62, Draws: 4
Genoma 113655, Vitórias X: 36, Vitórias O: 58, Draws: 6
Genoma 113749, Vitórias X: 36, Vitórias O: 57, Draws: 7
Genoma 113843, Vitórias X: 31, Vitórias O: 61, Draws: 8
Genoma 113937, Vitórias X: 47, Vitórias O: 51, Draws: 2
Genoma 100, Vitórias X: 51, Vitórias O: 42, Draws: 7
Genoma 197, Vitórias X: 48, Vitórias O: 38, Draws: 14
Genoma 100, Vitórias X: 34, Vitórias O: 46, Draws: 20
Genoma 197, Vitórias X: 51, Vitórias O: 37, Draws: 12
Genoma 294, Vitórias X: 42, Vitórias O: 37, Draws: 21
Genoma 391, Vitórias X: 49, Vitórias O: 39, Draws: 12
Genoma 488, Vitórias X: 48, Vitórias O: 38, Draws: 14
Genoma 585, Vitórias X: 53, Vitórias O: 32, Draws: 15
Genoma 682, Vitórias X: 57, Vitórias O: 30, Draws: 13
Genoma 779, Vitórias X: 49, Vitórias O: 34, Draws: 17
Genoma 876, Vitórias X: 53, Vitórias O: 35, Draws: 12
Genoma 973, Vitórias X: 58, Vitórias O: 30, Draws: 12
Genoma 1070, Vitórias X: 50, Vitórias O: 39, Draws: 11
Genoma 1167, Vitórias X: 53, Vitórias O: 32, Draws: 15
Genoma 1264, Vitórias X: 43, Vitórias O: 45, Draws: 12
Genoma 1361, Vitórias X: 59, Vitórias O: 27, Draws: 14
Genoma 1458, Vitórias X: 51, Vitórias O: 34, Draws: 15
Genoma 1555, Vitórias X: 50, Vitórias O: 32, Draws: 18
Genoma 1652, Vitórias X: 60, Vitórias O: 34, Draws: 6
Genoma 1749, Vitórias X: 53, Vitórias O: 34, Draws: 13
Genoma 1846, Vitórias X: 57, Vitórias O: 37, Draws: 6
Genoma 1943, Vitórias X: 63, Vitórias O: 29, Draws: 8
Genoma 2040, Vitórias X: 67, Vitórias O: 21, Draws: 12
Genoma 2137, Vitórias X: 56, Vitórias O: 35, Draws: 9
Genoma 2234, Vitórias X: 52, Vitórias O: 33, Draws: 15
Genoma 2331, Vitórias X: 61, Vitórias O: 32, Draws: 7
Genoma 2428, Vitórias X: 60, Vitórias O: 32, Draws: 8
Genoma 2525, Vitórias X: 55, Vitórias O: 29, Draws: 16
Genoma 2622, Vitórias X: 62, Vitórias O: 24, Draws: 14
Genoma 2719, Vitórias X: 59, Vitórias O: 30, Draws: 11
Genoma 2816, Vitórias X: 54, Vitórias O: 36, Draws: 10
Genoma 2913, Vitórias X: 53, Vitórias O: 35, Draws: 12
Genoma 3010, Vitórias X: 56, Vitórias O: 36, Draws: 8
Genoma 3107, Vitórias X: 61, Vitórias O: 32, Draws: 7
Genoma 3204, Vitórias X: 54, Vitórias O: 34, Draws: 12
Genoma 3301, Vitórias X: 56, Vitórias O: 32, Draws: 12
Genoma 3398, Vitórias X: 50, Vitórias O: 34, Draws: 16
Genoma 3495, Vitórias X: 51, Vitórias O: 42, Draws: 7
Genoma 3592, Vitórias X: 57, Vitórias O: 32, Draws: 11
Genoma 3689, Vitórias X: 51, Vitórias O: 36, Draws: 13
Genoma 3786, Vitórias X: 49, Vitórias O: 37, Draws: 14
Genoma 3883, Vitórias X: 54, Vitórias O: 33, Draws: 13
Genoma 3980, Vitórias X: 51, Vitórias O: 35, Draws: 14
Genoma 4077, Vitórias X: 55, Vitórias O: 35, Draws: 10
Genoma 4174, Vitórias X: 60, Vitórias O: 34, Draws: 6
Genoma 4271, Vitórias X: 47, Vitórias O: 38, Draws: 15
Genoma 4368, Vitórias X: 60, Vitórias O: 31, Draws: 9
Genoma 4465, Vitórias X: 57, Vitórias O: 34, Draws: 9
Genoma 4562, Vitórias X: 49, Vitórias O: 41, Draws: 10
Genoma 4659, Vitórias X: 54, Vitórias O: 31, Draws: 15
Genoma 4756, Vitórias X: 62, Vitórias O: 26, Draws: 12
Genoma 4853, Vitórias X: 53, Vitórias O: 42, Draws: 5
Genoma 4950, Vitórias X: 56, Vitórias O: 37, Draws: 7
Genoma 5047, Vitórias X: 62, Vitórias O: 26, Draws: 12
Genoma 5144, Vitórias X: 59, Vitórias O: 32, Draws: 9
Genoma 5241, Vitórias X: 52, Vitórias O: 38, Draws: 10
Genoma 5338, Vitórias X: 62, Vitórias O: 32, Draws: 6
Genoma 5435, Vitórias X: 53, Vitórias O: 34, Draws: 13
Genoma 5532, Vitórias X: 62, Vitórias O: 32, Draws: 6
Genoma 5629, Vitórias X: 66, Vitórias O: 20, Draws: 14
Genoma 5726, Vitórias X: 54, Vitórias O: 37, Draws: 9
Genoma 5823, Vitórias X: 57, Vitórias O: 29, Draws: 14
Genoma 5920, Vitórias X: 55, Vitórias O: 32, Draws: 13
Genoma 6017, Vitórias X: 54, Vitórias O: 30, Draws: 16
Genoma 6114, Vitórias X: 65, Vitórias O: 32, Draws: 3
Genoma 6211, Vitórias X: 64, Vitórias O: 28, Draws: 8
Genoma 6308, Vitórias X: 57, Vitórias O: 30, Draws: 13
Genoma 6405, Vitórias X: 53, Vitórias O: 32, Draws: 15
Genoma 6502, Vitórias X: 59, Vitórias O: 37, Draws: 4
Genoma 6599, Vitórias X: 57, Vitórias O: 33, Draws: 10
Genoma 6696, Vitórias X: 53, Vitórias O: 33, Draws: 14
Genoma 6793, Vitórias X: 60, Vitórias O: 33, Draws: 7
Genoma 6890, Vitórias X: 56, Vitórias O: 31, Draws: 13
Genoma 6987, Vitórias X: 58, Vitórias O: 30, Draws: 12
Genoma 7084, Vitórias X: 51, Vitórias O: 40, Draws: 9
Genoma 7181, Vitórias X: 58, Vitórias O: 34, Draws: 8
Genoma 7278, Vitórias X: 62, Vitórias O: 30, Draws: 8
Genoma 7375, Vitórias X: 51, Vitórias O: 40, Draws: 9
Genoma 7472, Vitórias X: 57, Vitórias O: 32, Draws: 11
Genoma 7569, Vitórias X: 58, Vitórias O: 29, Draws: 13
Genoma 7666, Vitórias X: 57, Vitórias O: 30, Draws: 13
Genoma 7763, Vitórias X: 62, Vitórias O: 31, Draws: 7
Genoma 7860, Vitórias X: 53, Vitórias O: 38, Draws: 9
Genoma 7957, Vitórias X: 59, Vitórias O: 29, Draws: 12
Genoma 8054, Vitórias X: 50, Vitórias O: 40, Draws: 10
Genoma 8151, Vitórias X: 57, Vitórias O: 30, Draws: 13
Genoma 8248, Vitórias X: 57, Vitórias O: 33, Draws: 10
Genoma 8345, Vitórias X: 64, Vitórias O: 30, Draws: 6
Genoma 8442, Vitórias X: 56, Vitórias O: 35, Draws: 9
Genoma 8539, Vitórias X: 52, Vitórias O: 38, Draws: 10
Genoma 8636, Vitórias X: 60, Vitórias O: 36, Draws: 4
Genoma 8733, Vitórias X: 58, Vitórias O: 26, Draws: 16
Genoma 8830, Vitórias X: 61, Vitórias O: 32, Draws: 7
Genoma 8927, Vitórias X: 47, Vitórias O: 42, Draws: 11
Genoma 9024, Vitórias X: 54, Vitórias O: 37, Draws: 9
Genoma 9121, Vitórias X: 52, Vitórias O: 37, Draws: 11
Genoma 9218, Vitórias X: 55, Vitórias O: 37, Draws: 8
Genoma 9315, Vitórias X: 62, Vitórias O: 28, Draws: 10
Genoma 9412, Vitórias X: 52, Vitórias O: 36, Draws: 12
Genoma 9509, Vitórias X: 57, Vitórias O: 29, Draws: 14
Genoma 9606, Vitórias X: 54, Vitórias O: 36, Draws: 10
Genoma 9703, Vitórias X: 62, Vitórias O: 29, Draws: 9
Genoma 9800, Vitórias X: 57, Vitórias O: 32, Draws: 11
Genoma 9897, Vitórias X: 60, Vitórias O: 28, Draws: 12
Genoma 9994, Vitórias X: 57, Vitórias O: 31, Draws: 12
Genoma 10091, Vitórias X: 54, Vitórias O: 35, Draws: 11
Genoma 10188, Vitórias X: 49, Vitórias O: 38, Draws: 13
Genoma 10285, Vitórias X: 55, Vitórias O: 33, Draws: 12
Genoma 10382, Vitórias X: 51, Vitórias O: 35, Draws: 14
Genoma 10479, Vitórias X: 60, Vitórias O: 33, Draws: 7
Genoma 10576, Vitórias X: 62, Vitórias O: 25, Draws: 13
Genoma 10673, Vitórias X: 56, Vitórias O: 36, Draws: 8
Genoma 10770, Vitórias X: 55, Vitórias O: 38, Draws: 7
Genoma 10867, Vitórias X: 58, Vitórias O: 35, Draws: 7
Genoma 10964, Vitórias X: 57, Vitórias O: 29, Draws: 14
Genoma 11061, Vitórias X: 58, Vitórias O: 34, Draws: 8
Genoma 11158, Vitórias X: 58, Vitórias O: 32, Draws: 10
Genoma 11255, Vitórias X: 49, Vitórias O: 43, Draws: 8
Genoma 11352, Vitórias X: 58, Vitórias O: 36, Draws: 6
Genoma 11449, Vitórias X: 43, Vitórias O: 44, Draws: 13
Genoma 11546, Vitórias X: 52, Vitórias O: 36, Draws: 12
Genoma 11643, Vitórias X: 60, Vitórias O: 28, Draws: 12
Genoma 11740, Vitórias X: 53, Vitórias O: 34, Draws: 13
Genoma 11837, Vitórias X: 50, Vitórias O: 38, Draws: 12
Genoma 11934, Vitórias X: 63, Vitórias O: 28, Draws: 9
Genoma 12031, Vitórias X: 50, Vitórias O: 38, Draws: 12
Genoma 12128, Vitórias X: 53, Vitórias O: 40, Draws: 7
Genoma 12225, Vitórias X: 48, Vitórias O: 39, Draws: 13
Genoma 12322, Vitórias X: 57, Vitórias O: 32, Draws: 11
Genoma 12419, Vitórias X: 54, Vitórias O: 34, Draws: 12
Genoma 12516, Vitórias X: 50, Vitórias O: 34, Draws: 16
Genoma 12613, Vitórias X: 56, Vitórias O: 34, Draws: 10
Genoma 12710, Vitórias X: 54, Vitórias O: 37, Draws: 9
Genoma 12807, Vitórias X: 75, Vitórias O: 21, Draws: 4
Genoma 12904, Vitórias X: 57, Vitórias O: 37, Draws: 6
Genoma 13001, Vitórias X: 57, Vitórias O: 38, Draws: 5
Genoma 13098, Vitórias X: 58, Vitórias O: 26, Draws: 16
Genoma 13195, Vitórias X: 58, Vitórias O: 34, Draws: 8
Genoma 13292, Vitórias X: 47, Vitórias O: 40, Draws: 13
Genoma 13389, Vitórias X: 63, Vitórias O: 31, Draws: 6
Genoma 13486, Vitórias X: 57, Vitórias O: 34, Draws: 9
Genoma 13583, Vitórias X: 54, Vitórias O: 32, Draws: 14
Genoma 13680, Vitórias X: 59, Vitórias O: 31, Draws: 10
Genoma 13777, Vitórias X: 56, Vitórias O: 36, Draws: 8
Genoma 13874, Vitórias X: 68, Vitórias O: 25, Draws: 7
Genoma 13971, Vitórias X: 60, Vitórias O: 27, Draws: 13
Genoma 14068, Vitórias X: 47, Vitórias O: 41, Draws: 12
Genoma 14165, Vitórias X: 62, Vitórias O: 30, Draws: 8
Genoma 14262, Vitórias X: 61, Vitórias O: 34, Draws: 5
Genoma 14359, Vitórias X: 58, Vitórias O: 31, Draws: 11
Genoma 14456, Vitórias X: 60, Vitórias O: 27, Draws: 13
Genoma 14553, Vitórias X: 55, Vitórias O: 36, Draws: 9
Genoma 14650, Vitórias X: 57, Vitórias O: 29, Draws: 14
Genoma 14747, Vitórias X: 54, Vitórias O: 35, Draws: 11
Genoma 14844, Vitórias X: 52, Vitórias O: 39, Draws: 9
Genoma 14941, Vitórias X: 60, Vitórias O: 28, Draws: 12
Genoma 15038, Vitórias X: 48, Vitórias O: 37, Draws: 15
Genoma 15135, Vitórias X: 64, Vitórias O: 30, Draws: 6
Genoma 15232, Vitórias X: 52, Vitórias O: 35, Draws: 13
Genoma 15329, Vitórias X: 58, Vitórias O: 30, Draws: 12
Genoma 15426, Vitórias X: 51, Vitórias O: 38, Draws: 11
Genoma 15523, Vitórias X: 59, Vitórias O: 31, Draws: 10
Genoma 15620, Vitórias X: 49, Vitórias O: 37, Draws: 14
Genoma 15717, Vitórias X: 55, Vitórias O: 29, Draws: 16
Genoma 15814, Vitórias X: 54, Vitórias O: 34, Draws: 12
Genoma 15911, Vitórias X: 56, Vitórias O: 33, Draws: 11
Genoma 16008, Vitórias X: 61, Vitórias O: 29, Draws: 10
Genoma 16105, Vitórias X: 52, Vitórias O: 37, Draws: 11
Genoma 16202, Vitórias X: 47, Vitórias O: 39, Draws: 14
Genoma 16299, Vitórias X: 60, Vitórias O: 32, Draws: 8
Genoma 16396, Vitórias X: 60, Vitórias O: 29, Draws: 11
Genoma 16493, Vitórias X: 60, Vitórias O: 26, Draws: 14
Genoma 16590, Vitórias X: 60, Vitórias O: 32, Draws: 8
Genoma 16687, Vitórias X: 56, Vitórias O: 30, Draws: 14
Genoma 16784, Vitórias X: 54, Vitórias O: 36, Draws: 10
Genoma 16881, Vitórias X: 65, Vitórias O: 27, Draws: 8
Genoma 16978, Vitórias X: 41, Vitórias O: 47, Draws: 12
Genoma 17075, Vitórias X: 55, Vitórias O: 41, Draws: 4
Genoma 17172, Vitórias X: 58, Vitórias O: 28, Draws: 14
Genoma 17269, Vitórias X: 72, Vitórias O: 21, Draws: 7
Genoma 17366, Vitórias X: 57, Vitórias O: 29, Draws: 14
Genoma 17463, Vitórias X: 56, Vitórias O: 33, Draws: 11
Genoma 17560, Vitórias X: 51, Vitórias O: 39, Draws: 10
Genoma 17657, Vitórias X: 52, Vitórias O: 39, Draws: 9
Genoma 17754, Vitórias X: 57, Vitórias O: 29, Draws: 14
Genoma 17851, Vitórias X: 52, Vitórias O: 37, Draws: 11
Genoma 17948, Vitórias X: 52, Vitórias O: 36, Draws: 12
Genoma 18045, Vitórias X: 59, Vitórias O: 32, Draws: 9
Genoma 18142, Vitórias X: 47, Vitórias O: 43, Draws: 10
Genoma 18239, Vitórias X: 52, Vitórias O: 41, Draws: 7
Genoma 18336, Vitórias X: 62, Vitórias O: 24, Draws: 14
Genoma 18433, Vitórias X: 58, Vitórias O: 33, Draws: 9
Genoma 18530, Vitórias X: 51, Vitórias O: 37, Draws: 12
Genoma 18627, Vitórias X: 61, Vitórias O: 28, Draws: 11
Genoma 18724, Vitórias X: 63, Vitórias O: 29, Draws: 8
Genoma 18821, Vitórias X: 57, Vitórias O: 28, Draws: 15
Genoma 18918, Vitórias X: 59, Vitórias O: 31, Draws: 10
Genoma 19015, Vitórias X: 53, Vitórias O: 33, Draws: 14
Genoma 19112, Vitórias X: 57, Vitórias O: 32, Draws: 11
Genoma 19209, Vitórias X: 59, Vitórias O: 31, Draws: 10
Genoma 19306, Vitórias X: 55, Vitórias O: 32, Draws: 13
Genoma 19403, Vitórias X: 54, Vitórias O: 36, Draws: 10
Genoma 19500, Vitórias X: 52, Vitórias O: 35, Draws: 13
Genoma 19597, Vitórias X: 56, Vitórias O: 34, Draws: 10
Genoma 19694, Vitórias X: 55, Vitórias O: 36, Draws: 9
Genoma 19791, Vitórias X: 51, Vitórias O: 32, Draws: 17
Genoma 19888, Vitórias X: 60, Vitórias O: 33, Draws: 7
Genoma 19985, Vitórias X: 63, Vitórias O: 29, Draws: 8
Genoma 20082, Vitórias X: 53, Vitórias O: 37, Draws: 10
Genoma 20179, Vitórias X: 54, Vitórias O: 35, Draws: 11
Genoma 20276, Vitórias X: 55, Vitórias O: 33, Draws: 12
Genoma 20373, Vitórias X: 53, Vitórias O: 37, Draws: 10
Genoma 20470, Vitórias X: 48, Vitórias O: 37, Draws: 15
Genoma 20567, Vitórias X: 47, Vitórias O: 41, Draws: 12
Genoma 20664, Vitórias X: 47, Vitórias O: 39, Draws: 14
Genoma 20761, Vitórias X: 55, Vitórias O: 33, Draws: 12
Genoma 20858, Vitórias X: 59, Vitórias O: 38, Draws: 3
Genoma 20955, Vitórias X: 49, Vitórias O: 41, Draws: 10
Genoma 21052, Vitórias X: 53, Vitórias O: 30, Draws: 17
Genoma 21149, Vitórias X: 56, Vitórias O: 38, Draws: 6
Genoma 21246, Vitórias X: 47, Vitórias O: 44, Draws: 9
Genoma 21343, Vitórias X: 49, Vitórias O: 39, Draws: 12
Genoma 21440, Vitórias X: 60, Vitórias O: 25, Draws: 15
Genoma 21537, Vitórias X: 56, Vitórias O: 38, Draws: 6
Genoma 21634, Vitórias X: 48, Vitórias O: 32, Draws: 20
Genoma 21731, Vitórias X: 51, Vitórias O: 35, Draws: 14
Genoma 21828, Vitórias X: 58, Vitórias O: 29, Draws: 13
Genoma 21925, Vitórias X: 56, Vitórias O: 35, Draws: 9
Genoma 22022, Vitórias X: 59, Vitórias O: 31, Draws: 10
Genoma 22119, Vitórias X: 58, Vitórias O: 31, Draws: 11
Genoma 22216, Vitórias X: 62, Vitórias O: 30, Draws: 8
Genoma 22313, Vitórias X: 52, Vitórias O: 39, Draws: 9
Genoma 22410, Vitórias X: 57, Vitórias O: 34, Draws: 9
Genoma 22507, Vitórias X: 53, Vitórias O: 39, Draws: 8
Genoma 22604, Vitórias X: 58, Vitórias O: 31, Draws: 11
Genoma 22701, Vitórias X: 50, Vitórias O: 37, Draws: 13
Genoma 22798, Vitórias X: 61, Vitórias O: 28, Draws: 11
Genoma 22895, Vitórias X: 54, Vitórias O: 36, Draws: 10
Genoma 22992, Vitórias X: 52, Vitórias O: 38, Draws: 10
Genoma 23089, Vitórias X: 48, Vitórias O: 42, Draws: 10
Genoma 23186, Vitórias X: 59, Vitórias O: 34, Draws: 7
Genoma 23283, Vitórias X: 50, Vitórias O: 38, Draws: 12
Genoma 23380, Vitórias X: 61, Vitórias O: 31, Draws: 8
Genoma 23477, Vitórias X: 55, Vitórias O: 34, Draws: 11
Genoma 23574, Vitórias X: 48, Vitórias O: 40, Draws: 12
Genoma 23671, Vitórias X: 55, Vitórias O: 34, Draws: 11
Genoma 23768, Vitórias X: 44, Vitórias O: 41, Draws: 15
Genoma 23865, Vitórias X: 56, Vitórias O: 36, Draws: 8
Genoma 23962, Vitórias X: 70, Vitórias O: 24, Draws: 6
Genoma 24059, Vitórias X: 58, Vitórias O: 28, Draws: 14
Genoma 24156, Vitórias X: 53, Vitórias O: 35, Draws: 12
Genoma 24253, Vitórias X: 52, Vitórias O: 33, Draws: 15
Genoma 24350, Vitórias X: 53, Vitórias O: 37, Draws: 10
Genoma 24447, Vitórias X: 57, Vitórias O: 34, Draws: 9
Genoma 24544, Vitórias X: 59, Vitórias O: 29, Draws: 12
Genoma 24641, Vitórias X: 59, Vitórias O: 31, Draws: 10
Genoma 24738, Vitórias X: 52, Vitórias O: 36, Draws: 12
Genoma 24835, Vitórias X: 51, Vitórias O: 41, Draws: 8
Genoma 24932, Vitórias X: 54, Vitórias O: 33, Draws: 13
Genoma 25029, Vitórias X: 59, Vitórias O: 30, Draws: 11
Genoma 25126, Vitórias X: 58, Vitórias O: 29, Draws: 13
Genoma 25223, Vitórias X: 68, Vitórias O: 24, Draws: 8
Genoma 25320, Vitórias X: 53, Vitórias O: 38, Draws: 9
Genoma 25417, Vitórias X: 53, Vitórias O: 37, Draws: 10
Genoma 25514, Vitórias X: 54, Vitórias O: 33, Draws: 13
Genoma 25611, Vitórias X: 54, Vitórias O: 31, Draws: 15
Genoma 25708, Vitórias X: 52, Vitórias O: 35, Draws: 13
Genoma 25805, Vitórias X: 56, Vitórias O: 37, Draws: 7
Genoma 25902, Vitórias X: 66, Vitórias O: 28, Draws: 6
Genoma 25999, Vitórias X: 52, Vitórias O: 37, Draws: 11
Genoma 26096, Vitórias X: 61, Vitórias O: 26, Draws: 13
Genoma 26193, Vitórias X: 54, Vitórias O: 37, Draws: 9
Genoma 26290, Vitórias X: 48, Vitórias O: 40, Draws: 12
Genoma 26387, Vitórias X: 73, Vitórias O: 21, Draws: 6
Genoma 26484, Vitórias X: 56, Vitórias O: 32, Draws: 12
Genoma 26581, Vitórias X: 50, Vitórias O: 35, Draws: 15
Genoma 26678, Vitórias X: 58, Vitórias O: 29, Draws: 13
Genoma 26775, Vitórias X: 66, Vitórias O: 27, Draws: 7
Genoma 26872, Vitórias X: 61, Vitórias O: 30, Draws: 9
Genoma 26969, Vitórias X: 48, Vitórias O: 40, Draws: 12
Genoma 27066, Vitórias X: 56, Vitórias O: 33, Draws: 11
Genoma 27163, Vitórias X: 61, Vitórias O: 24, Draws: 15
Genoma 27260, Vitórias X: 60, Vitórias O: 27, Draws: 13
Genoma 27357, Vitórias X: 59, Vitórias O: 30, Draws: 11
Genoma 27454, Vitórias X: 59, Vitórias O: 34, Draws: 7
Genoma 27551, Vitórias X: 63, Vitórias O: 28, Draws: 9
Genoma 27648, Vitórias X: 49, Vitórias O: 37, Draws: 14
Genoma 27745, Vitórias X: 47, Vitórias O: 37, Draws: 16
Genoma 27842, Vitórias X: 58, Vitórias O: 32, Draws: 10
Genoma 27939, Vitórias X: 51, Vitórias O: 39, Draws: 10
Genoma 28036, Vitórias X: 58, Vitórias O: 30, Draws: 12
Genoma 28133, Vitórias X: 61, Vitórias O: 29, Draws: 10
Genoma 28230, Vitórias X: 57, Vitórias O: 34, Draws: 9
Genoma 28327, Vitórias X: 65, Vitórias O: 24, Draws: 11
Genoma 28424, Vitórias X: 58, Vitórias O: 31, Draws: 11
Genoma 28521, Vitórias X: 52, Vitórias O: 37, Draws: 11
Genoma 28618, Vitórias X: 60, Vitórias O: 28, Draws: 12
Genoma 28715, Vitórias X: 53, Vitórias O: 35, Draws: 12
Genoma 28812, Vitórias X: 55, Vitórias O: 33, Draws: 12
Genoma 28909, Vitórias X: 51, Vitórias O: 37, Draws: 12
Genoma 29006, Vitórias X: 52, Vitórias O: 35, Draws: 13
Genoma 29103, Vitórias X: 63, Vitórias O: 29, Draws: 8
Genoma 29200, Vitórias X: 43, Vitórias O: 55, Draws: 2
Genoma 29297, Vitórias X: 37, Vitórias O: 55, Draws: 8
Genoma 29394, Vitórias X: 39, Vitórias O: 53, Draws: 8
Genoma 29491, Vitórias X: 42, Vitórias O: 51, Draws: 7
Genoma 29588, Vitórias X: 41, Vitórias O: 54, Draws: 5
Genoma 29685, Vitórias X: 34, Vitórias O: 57, Draws: 9
Genoma 29782, Vitórias X: 36, Vitórias O: 58, Draws: 6
Genoma 29879, Vitórias X: 42, Vitórias O: 53, Draws: 5
Genoma 29976, Vitórias X: 47, Vitórias O: 49, Draws: 4
Genoma 30073, Vitórias X: 33, Vitórias O: 62, Draws: 5
Genoma 30170, Vitórias X: 47, Vitórias O: 47, Draws: 6
Genoma 30267, Vitórias X: 56, Vitórias O: 42, Draws: 2
Genoma 30364, Vitórias X: 29, Vitórias O: 59, Draws: 12
Genoma 30461, Vitórias X: 46, Vitórias O: 45, Draws: 9
Genoma 30558, Vitórias X: 45, Vitórias O: 49, Draws: 6
Genoma 30655, Vitórias X: 36, Vitórias O: 52, Draws: 12
Genoma 30752, Vitórias X: 42, Vitórias O: 49, Draws: 9
Genoma 30849, Vitórias X: 46, Vitórias O: 47, Draws: 7
Genoma 30946, Vitórias X: 37, Vitórias O: 55, Draws: 8
Genoma 31043, Vitórias X: 35, Vitórias O: 59, Draws: 6
Genoma 31140, Vitórias X: 47, Vitórias O: 48, Draws: 5
Genoma 31237, Vitórias X: 40, Vitórias O: 55, Draws: 5
Genoma 31334, Vitórias X: 45, Vitórias O: 53, Draws: 2
Genoma 31431, Vitórias X: 44, Vitórias O: 54, Draws: 2
Genoma 31528, Vitórias X: 44, Vitórias O: 52, Draws: 4
Genoma 31625, Vitórias X: 48, Vitórias O: 48, Draws: 4
Genoma 31722, Vitórias X: 33, Vitórias O: 55, Draws: 12
Genoma 31819, Vitórias X: 39, Vitórias O: 56, Draws: 5
Genoma 31916, Vitórias X: 39, Vitórias O: 55, Draws: 6
Genoma 32013, Vitórias X: 49, Vitórias O: 46, Draws: 5
Genoma 32110, Vitórias X: 40, Vitórias O: 55, Draws: 5
Genoma 32207, Vitórias X: 51, Vitórias O: 44, Draws: 5
Genoma 32304, Vitórias X: 40, Vitórias O: 55, Draws: 5
Genoma 32401, Vitórias X: 36, Vitórias O: 55, Draws: 9
Genoma 32498, Vitórias X: 40, Vitórias O: 56, Draws: 4
Genoma 32595, Vitórias X: 44, Vitórias O: 49, Draws: 7
Genoma 32692, Vitórias X: 33, Vitórias O: 65, Draws: 2
Genoma 32789, Vitórias X: 41, Vitórias O: 56, Draws: 3
